symbol,name,last_sale,market_cap,ipo_year,sector,sub_industry,nasdaq_url
MDCO,The Medicines Company,36.46,2580000000.0,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mdco
MIK,"The Michaels Companies, Inc.",24.35,5010000000.0,2014,Consumer Services,Recreational Products/Toys,http://www.nasdaq.com/symbol/mik
MIDD,The Middleby Corporation,125.34,7210000000.0,,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/midd
NAVG,"The Navigators Group, Inc.",106.95,1560000000.0,1986,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/navg
SLIM,The Obesity ETF,21.9156,2190000.0,,,,http://www.nasdaq.com/symbol/slim
STKS,"The ONE Group Hospitality, Inc.",2.31,57730000.0,,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/stks
PCLN,The Priceline Group Inc.,1489.18,73480000000.0,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/pcln
PRSC,The Providence Service Corporation,38.36,543370000.0,2003,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/prsc
RMR,The RMR Group Inc.,37.95,1180000000.0,,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/rmr
SPNC,The Spectranetics Corporation,23.225,1000000000.0,1992,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/spnc
TTD,"The Trade Desk, Inc.",25.76,993640000.0,2016,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/ttd
ULTI,"The Ultimate Software Group, Inc.",190.9,5540000000.0,1998,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ulti
YORW,The York Water Company,32.3,414770000.0,,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/yorw
NCTY,The9 Limited,1.2899,48090000.0,2004,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ncty
TBPH,"Theravance Biopharma, Inc.",35.55,1850000000.0,,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tbph
TST,"TheStreet, Inc.",0.8701,30680000.0,,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/tst
TCRD,"THL Credit, Inc.",9.66,320420000.0,2010,,,http://www.nasdaq.com/symbol/tcrd
THLD,"Threshold Pharmaceuticals, Inc.",0.4696,33600000.0,2005,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/thld
TICC,TICC Capital Corp.,5.92,304760000.0,2003,,,http://www.nasdaq.com/symbol/ticc
TTS,"Tile Shop Hldgs, Inc.",18.875,973840000.0,,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/tts
TIL,Till Capital Ltd.,4,13720000.0,,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/til
TSBK,"Timberland Bancorp, Inc.",17.36,121330000.0,,Finance,Banks,http://www.nasdaq.com/symbol/tsbk
TIPT,Tiptree Financial Inc.,6.45,277370000.0,,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/tipt
TITN,Titan Machinery Inc.,11.23,242430000.0,2007,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/titn
TTNP,"Titan Pharmaceuticals, Inc.",4.35,92220000.0,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/ttnp
TIVO,TiVo Corporation,20.75,2480000000.0,,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/tivo
TMUS,"T-Mobile US, Inc.",52.93,43620000000.0,,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tmus
TKAI,"Tokai Pharmaceuticals, Inc.",1.03,23320000.0,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tkai
TNXP,Tonix Pharmaceuticals Holding Corp.,0.4445,15720000.0,,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tnxp
TISA,"Top Image Systems, Ltd.",1.71,30640000.0,1996,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/tisa
TOPS,TOP Ships Inc.,3.3999,12080000.0,,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/tops
TORM,TOR Minerals International Inc,5.5,19480000.0,1988,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/torm
TRCH,"Torchlight Energy Resources, Inc.",0.97,46090000.0,,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/trch
TSEM,Tower Semiconductor Ltd.,16.55,1430000000.0,1994,Technology,Semiconductors,http://www.nasdaq.com/symbol/tsem
TWER,Towerstream Corporation,0.9,7670000.0,,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/twer
CLUB,"Town Sports International Holdings, Inc.",2.4,61470000.0,2006,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/club
TOWN,Towne Bank,29.5,1520000000.0,,,,http://www.nasdaq.com/symbol/town
TPIC,"TPI Composites, Inc.",13.87,467930000.0,2016,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tpic
TCON,"TRACON Pharmaceuticals, Inc.",6,78400000.0,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/tcon
TSCO,Tractor Supply Company,72.07,9460000000.0,1994,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/tsco
TWMC,Trans World Entertainment Corp.,3.7,112310000.0,,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/twmc
TACT,TransAct Technologies Incorporated,6.45,47620000.0,1996,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/tact
TRNS,"Transcat, Inc.",10.25,71860000.0,,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/trns
TBIO,"Transgenomic, Inc.",0.18,4240000.0,2000,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/tbio
TGA,Transglobe Energy Corp,1.76,127080000.0,,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tga
TA,TravelCenters of America LLC,6.85,266140000.0,,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/ta
TZOO,Travelzoo Inc.,10.3,142400000.0,,Technology,EDP Services,http://www.nasdaq.com/symbol/tzoo
TRVN,"Trevena, Inc.",6.4,334940000.0,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/trvn
TCBK,TriCo Bancshares,30.32,692120000.0,,Finance,Major Banks,http://www.nasdaq.com/symbol/tcbk
TRIL,Trillium Therapeutics Inc.,7.6,59420000.0,,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tril
TRS,TriMas Corporation,21,955520000.0,2007,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/trs
TRMB,Trimble Inc.,28.49,7140000000.0,1990,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/trmb
TRIB,Trinity Biotech plc,6.81,163170000.0,1992,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/trib
TRIP,"TripAdvisor, Inc.",48.81,7110000000.0,,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/trip
TSC,"TriState Capital Holdings, Inc.",18.8,532850000.0,2013,Finance,Major Banks,http://www.nasdaq.com/symbol/tsc
TBK,"Triumph Bancorp, Inc.",21.575,390610000.0,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/tbk
TRNC,"tronc, Inc.",12.5,455350000.0,,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/trnc
TROV,"TrovaGene, Inc.",3,91850000.0,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/trov
TRUE,"TrueCar, Inc.",11.76,1010000000.0,2014,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/true
THST,"Truett-Hurst, Inc.",1.5997,6890000.0,2013,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/thst
TRUP,"Trupanion, Inc.",16.75,490000000.0,,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/trup
TRST,TrustCo Bank Corp NY,8.05,770430000.0,,Finance,Major Banks,http://www.nasdaq.com/symbol/trst
TRMK,Trustmark Corporation,31.89,2160000000.0,,Finance,Major Banks,http://www.nasdaq.com/symbol/trmk
TSRI,"TSR, Inc.",5.6,10990000.0,,Technology,EDP Services,http://www.nasdaq.com/symbol/tsri
TTMI,"TTM Technologies, Inc.",14.91,1500000000.0,2000,Technology,Electrical Products,http://www.nasdaq.com/symbol/ttmi
TUBE,"TubeMogul, Inc.",13.96,513390000.0,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/tube
TCX,Tucows Inc.,31.25,326510000.0,,Technology,EDP Services,http://www.nasdaq.com/symbol/tcx
TUES,Tuesday Morning Corp.,5.4,243480000.0,1999,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/tues
TOUR,Tuniu Corporation,8.72,834130000.0,2014,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/tour
HEAR,Turtle Beach Corporation,1.58,77780000.0,,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/hear
TUTI,Tuttle Tactical Management Multi-Strategy Income ETF,22.24,40030000.0,,,,http://www.nasdaq.com/symbol/tuti
TUTT,Tuttle Tactical Management U.S. Core ETF,21.4301,64290000.00000001,,,,http://www.nasdaq.com/symbol/tutt
FOX,"Twenty-First Century Fox, Inc.",27.33,50710000000.0,,Consumer Services,Television Services,http://www.nasdaq.com/symbol/fox
FOXA,"Twenty-First Century Fox, Inc.",27.54,33619999999.999996,,Consumer Services,Television Services,http://www.nasdaq.com/symbol/foxa
TWIN,"Twin Disc, Incorporated",13.38,153620000.0,,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/twin
TRCB,Two River Bancorp,12.15,96840000.0,,Finance,Major Banks,http://www.nasdaq.com/symbol/trcb
USCR,"U S Concrete, Inc.",57.25,898620000.0,,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/uscr
PRTS,"U.S. Auto Parts Network, Inc.",2.64,92340000.0,2007,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/prts
USEG,U.S. Energy Corp.,1.4,6680000.0,,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/useg
GROW,"U.S. Global Investors, Inc.",1.62,24660000.0,,Finance,Investment Managers,http://www.nasdaq.com/symbol/grow
UBNT,"Ubiquiti Networks, Inc.",54.13,4450000000.0,2011,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/ubnt
UFPT,"UFP Technologies, Inc.",25.75,186120000.0,1993,Capital Goods,Containers/Packaging,http://www.nasdaq.com/symbol/ufpt
ULTA,"Ulta Salon, Cosmetics & Fragrance, Inc.",240.51,15000000000.0,2007,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/ulta
UCTT,"Ultra Clean Holdings, Inc.",9.89,325600000.0,2004,Technology,Semiconductors,http://www.nasdaq.com/symbol/uctt
RARE,Ultragenyx Pharmaceutical Inc.,81.75,3340000000.0,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rare
ULBI,Ultralife Corporation,4.3,65510000.00000001,1992,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ulbi
UTEK,"Ultratech, Inc.",22.85,613950000.0,1993,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/utek
UMBF,UMB Financial Corporation,72.84,3610000000.0,,Finance,Major Banks,http://www.nasdaq.com/symbol/umbf
UMPQ,Umpqua Holdings Corporation,17.89,3940000000.0,,Finance,Savings Institutions,http://www.nasdaq.com/symbol/umpq
UNAM,Unico American Corporation,10.5,55720000.0,,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/unam
UNIS,Unilife Corporation,3,52030000.0,,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/unis
UBSH,Union Bankshares Corporation,32.91,1430000000.0,,Finance,Major Banks,http://www.nasdaq.com/symbol/ubsh
UNB,"Union Bankshares, Inc.",39.7,177050000.0,,Finance,Major Banks,http://www.nasdaq.com/symbol/unb
UNXL,"Uni-Pixel, Inc.",1.3,58550000.0,,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/unxl
QURE,uniQure N.V.,8.3,208640000.0,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/qure
UBCP,"United Bancorp, Inc.",10.95,58970000.0,,Finance,Major Banks,http://www.nasdaq.com/symbol/ubcp
UBOH,"United Bancshares, Inc.",19.2,62910000.0,,Finance,Major Banks,http://www.nasdaq.com/symbol/uboh
UBSI,"United Bankshares, Inc.",45.25,3460000000.0,,Finance,Major Banks,http://www.nasdaq.com/symbol/ubsi
UCBA,United Community Bancorp,16.05,67380000.0,,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ucba
UCBI,"United Community Banks, Inc.",25.59,1810000000.0,,Finance,Major Banks,http://www.nasdaq.com/symbol/ucbi
UCFC,United Community Financial Corp.,8.14,378920000.0,,Finance,Banks,http://www.nasdaq.com/symbol/ucfc
UBNK,"United Financial Bancorp, Inc.",16.44,830420000.0,,Finance,Banks,http://www.nasdaq.com/symbol/ubnk
UFCS,"United Fire Group, Inc",44.17,1120000000.0,,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ufcs
UIHC,United Insurance Holdings Corp.,13.57,293710000.0,,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/uihc
UNFI,"United Natural Foods, Inc.",48.82,2460000000.0,1996,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/unfi
UBFO,United Security Bancshares,6.35,105030000.0,,Finance,Major Banks,http://www.nasdaq.com/symbol/ubfo
USLM,"United States Lime & Minerals, Inc.",70.49,392250000.0,,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/uslm
UTHR,United Therapeutics Corporation,134.29,5700000000.0,1999,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/uthr
UG,"United-Guardian, Inc.",15.65,71900000.0,,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/ug
UNTY,"Unity Bancorp, Inc.",13,121470000.0,,Finance,Major Banks,http://www.nasdaq.com/symbol/unty
OLED,Universal Display Corporation,62.25,2920000000.0,,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/oled
UEIC,Universal Electronics Inc.,68.5,998200000.0,1993,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/ueic
UFPI,"Universal Forest Products, Inc.",95.19,1940000000.0,1993,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/ufpi
ULH,"Universal Logistics Holdings, Inc.",14.325,407010000.0,,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/ulh
USAP,"Universal Stainless & Alloy Products, Inc.",11.021,79420000.0,1994,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/usap
UVSP,Univest Corporation of Pennsylvania,26.75,710870000.0,,Finance,Major Banks,http://www.nasdaq.com/symbol/uvsp
UPLD,"Upland Software, Inc.",8.35,146970000.0,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/upld
URRE,"Uranium Resources, Inc.",1.0568,9050000.0,,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/urre
URBN,"Urban Outfitters, Inc.",39.26,4600000000.0,1993,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/urbn
ECOL,"US Ecology, Inc.",47,1020000000.0,,Public Utilities,Environmental Services,http://www.nasdaq.com/symbol/ecol
USAT,"USA Technologies, Inc.",3.65,147080000.0,,Miscellaneous,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/usat
USATP,"USA Technologies, Inc.",22.96,10220000.0,,Miscellaneous,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/usatp
USAK,"USA Truck, Inc.",9.63,79830000.0,1992,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/usak
UTMD,"Utah Medical Products, Inc.",67.45,253700000.0,,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/utmd
UTSI,UTStarcom Holdings Corp,1.94,71270000.0,2000,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/utsi
VALX,Validea Market Legends ETF,24.8801,23640000.0,,,,http://www.nasdaq.com/symbol/valx
VALU,"Value Line, Inc.",19.25,187140000.0,1983,Finance,Investment Managers,http://www.nasdaq.com/symbol/valu
VNDA,Vanda Pharmaceuticals Inc.,16.95,744900000.0,2006,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vnda
BBH,VanEck Vectors Biotech ETF,114.59,578280000.0,,,,http://www.nasdaq.com/symbol/bbh
GNRX,VanEck Vectors Generic Drugs ETF,22.15,2220000.0,,,,http://www.nasdaq.com/symbol/gnrx
PPH,VanEck Vectors Pharmaceutical ETF,54.2,308300000.0,,,,http://www.nasdaq.com/symbol/pph
VWOB,Vanguard Emerging Markets Government Bond ETF,76.45,833760000.0,,,,http://www.nasdaq.com/symbol/vwob
VNQI,Vanguard Global ex-U.S. Real Estate ETF,50.49,3460000000.0,,,,http://www.nasdaq.com/symbol/vnqi
VGIT,Vanguard Intermediate -Term Government Bond ETF,64.74,1010000000.0,,,,http://www.nasdaq.com/symbol/vgit
VCIT,Vanguard Intermediate-Term Corporate Bond ETF,86.36,10350000000.0,,,,http://www.nasdaq.com/symbol/vcit
VIGI,Vanguard International Dividend Appreciation ETF,51.96,140300000.0,,,,http://www.nasdaq.com/symbol/vigi
VYMI,Vanguard International High Dividend Yield ETF,54.64,125680000.0,,,,http://www.nasdaq.com/symbol/vymi
VCLT,Vanguard Long-Term Corporate Bond ETF,88.2,1480000000.0,,,,http://www.nasdaq.com/symbol/vclt
VGLT,Vanguard Long-Term Government Bond ETF,75.06,488250000.0,,,,http://www.nasdaq.com/symbol/vglt
VMBS,Vanguard Mortgage-Backed Securities ETF,52.97,3060000000.0,,,,http://www.nasdaq.com/symbol/vmbs
VNR,Vanguard Natural Resources LLC,0.51,66819999.99999999,,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/vnr
VNRBP,Vanguard Natural Resources LLC,2.59,18130000.0,,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/vnrbp
VONE,Vanguard Russell 1000 ETF,99.4776,696340000.0,,,,http://www.nasdaq.com/symbol/vone
VONG,Vanguard Russell 1000 Growth ETF,104.76,749210000.0,,,,http://www.nasdaq.com/symbol/vong
VONV,Vanguard Russell 1000 Value ETF,94.3,730830000.0,,,,http://www.nasdaq.com/symbol/vonv
VTWO,Vanguard Russell 2000 ETF,103.58,738010000.0,,,,http://www.nasdaq.com/symbol/vtwo
VTWG,Vanguard Russell 2000 Growth ETF,109.48,150540000.0,,,,http://www.nasdaq.com/symbol/vtwg
VTWV,Vanguard Russell 2000 Value ETF,96.75,135450000.0,,,,http://www.nasdaq.com/symbol/vtwv
VTHR,Vanguard Russell 3000 ETF,99.75,289280000.0,,,,http://www.nasdaq.com/symbol/vthr
VCSH,Vanguard Short-Term Corporate Bond ETF,79.57,15240000000.0,,,,http://www.nasdaq.com/symbol/vcsh
VGSH,Vanguard Short-Term Government ETF,60.87,946370000.0,,,,http://www.nasdaq.com/symbol/vgsh
VTIP,Vanguard Short-Term Inflation-Protected Securities Index Fund,49.34,2630000000.0,,,,http://www.nasdaq.com/symbol/vtip
BNDX,Vanguard Total International Bond ETF,54.36,5650000000.0,,,,http://www.nasdaq.com/symbol/bndx
VXUS,Vanguard Total International Stock ETF,44.9,6190000000.0,,,,http://www.nasdaq.com/symbol/vxus
VRNS,"Varonis Systems, Inc.",30.9,824310000.0,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/vrns
VDSI,"VASCO Data Security International, Inc.",14.975,601950000.0,,Technology,EDP Services,http://www.nasdaq.com/symbol/vdsi
VBLT,Vascular Biogenics Ltd.,4.9,110100000.0,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vblt
VASC,"Vascular Solutions, Inc.",49.6,869650000.0,2000,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/vasc
VBIV,"VBI Vaccines, Inc.",3.21,115450000.0,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/vbiv
WOOF,VCA Inc.,63.85,5180000000.0,2001,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/woof
VECO,Veeco Instruments Inc.,25.25,1030000000.0,1994,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/veco
DGLD,VelocityShares 3x Inverse Gold ETN linked to S&P GSCI Gold Ind,54.96,16820000.0,,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/dgld
DSLV,VelocityShares 3x Inverse Silver ETN linked to S&P GSCI Silver,28.4,16410000.0,,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/dslv
UGLD,VelocityShares 3x Long Gold ETN linked to the S&P GSCI Gold In,10.04,82480000.0,,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ugld
